"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","Emiliano Valente Ru Fus","http://www.rockit.it/emilianovalenterufus","Band, Pisa, Toscana","0","Grunge, Noise, Rock ","url(/thumb700x250/foto/108379.jpg)","[""/recensione/29674/emiliano-valente-ru-fus-ru-fus"",""/user/ledgreen72""]","\n<div class=""content-rece""><p>Ru Fus e&apos; il progetto solista di Emiliano Valente , ex componente di Zen Circus,The Bugz,Reverberati<br>\nRu Fus comincia giovanissimo ad appassionarsi alla musica stimolato dalla frequentazione di diversi centri sociali come il &quot;Macchia nera&quot; di Pisa e il &quot;Cpa&quot; di Firenze . Folgorato dopo aver visto un indimenticabile live dei Soundgarden si procura un basso elettrico Eko destro al quale essendo mancino gira le corde e dopo un po&apos; di pratica fatta suonando sui dischi che si era procurato e fatto prestare fonda nel 1993 gli Alchol Flow con gli amici Raffaele &quot;raffo&quot; Mallegni alla chitarra e voce e Massimo Cirino alla batteria utilizzando una stanza del centro sociale per le prove del gruppo, che alterna proprie composizioni a cover di gruppi come Mudhoney,Nirvana e Green River. All&apos;attivo un introvabile demo di inediti chiamato &quot;In the garage&quot; registrato nell&apos;estate 93 alla sala prove e una cinquantina di concerti tra occupazioni,feste di compleanni e sagre paesane<br>\nA fine 1993 gli Alchol Flow si sciolgono e Ru Fus si unisce ai punk hardcore Ganzi e Rozzi nei quali suona circa un anno e una ventina di concerti dopo i quali lascia amichevolmente la band poco attratto dal genere della stessa e si unisce agli Zen , un gruppo piu&apos; affine ai suoi gusti musicali che si alterna tra proprie composizioni e cover di Dinosaur jr,Nirvana e Tad.<br>\nAll attivo con gli Zen (che poi diventeranno Zen circus) Ru Fus registra ,dopo circa un anno il primo demo&quot;Proud parents of a d student&quot; nell estate 1995 ben accolto nel circuito pisano. I due anni successivi saranno densi di soddisfazioni ,cresce l&apos;affiatamento,si indurisce il suono e il successivo demo&quot;Baila la samba&quot; e&apos; decisamente un passo avanti,registrato nello studio veneziano del chitarrista degli One dimensional man,da ricordare due bellissimi concerti tenuti al macchia nera(dove gli Zen avevano la sala prove),la presenza nella compilation Soniche avventure della milanese Fridge records con tra gli altri i Motorpsycho e diversi ottimi concerti in locali e centri sociali toscani.<br>\n<br>\nA fine 1999 gli Zen cambiano decisamente e improvvisamente stile abbracciando sonorita&apos; elettro acustiche e registrano sempre da Sartor &quot;About thieves,farmers,tramps and policemen&quot;,disco bello,ispirato ma competamente diverso dal noise rock di Baila la samba,a seguire vengono altri buoni concerti e gli Zen decidono per la prima volta di stampare un minimo di copie promozionali(1000),piano piano Ru Fus si distacca emotivamente e musicalmente dal gruppo e dopo aver proposto un ritorno alle sonorita&apos; distorte del passato,sofferente del drastico cambio musicale del gruppo se ne va sostituito da un vecchio bassista della scena punk pisana<br>\nPer un paio d anni suona senza gruppo fisso ,registra un singolo coi Neurotomy(valida metal band pisana) ma viene a sapere che i Mr. Bug sono senza bassista e si unisce a loro .I Mr.Bug(poi divenuti The Bugz) a differenza degli Zen suonavano quella musica in cui Ru Fus si riconosceva(stoner rock di matrice melvins,kyuss) e avevano appena registrato un valido demo.Con i The Bugz suonera&apos; per quasi 6 anni registrando due demo ,nel 2003 &quot;Unlucky people&quot; ,nel 2006&quot;Beauty of imperfection&quot; , nel mezzo tanti concerti,finalmente fuori dal solito circuito regional (bologna,roma,alessandria,novi)e un paio di compilation per arezzo wave.<br>\nNel 2006 Ru Fus abbandona amichevolmente i Bugz perche&apos; voglioso di suonare musica diversa e viene contattato dall amico Giulio che lo vuole al basso nel suo gruppo country western Rodeo Activity. Nei Rodeo ritrova l&apos;amico Teskio(primo batterista degli Zen) e conosce il Reverendo.Il gruppo suona 6 bellissimi concerti ma all&apos;improvviso giulio abbandona preso da altre sonorita&apos;,seguito da teskio.I due superstiti, che nel frattempo diventano molto amici,reclutano un amico comune alla chitarra acustica e si esibiscono come Uncle Jesse per tre concerti decidendo poi di comune accordo di abbandonare il progetto,poco convinti del nuovo corso.<br>\nDopo un periodo di pausa creativa nel quale suona nella cover band Meridiana,a fine 2008 Reverendo lo chiama a rimpiazzare il bassista del suo nuovo gruppo,I cervelli della Nasa,rock and roll band di pontedera,con la quale suonera&apos; una quindicina di concerti prima di abbandonare il progetto causa forfait del cantante.Infaticabili i due formeranno un altra rock n roll band chiamata Brainerd suonando 5 concerti ma sciogliendosi causa poca amalgama nel gruppo.<br>\nNel 2009 fonda insieme all amico Claudio i Reverberati per dare sfogo ad un altra passione musicale che e&apos; la Surf music passando dal basso alla chitarra ritmica con i quali registra il disco di inediti &quot;Combat Surf&quot; con la collaborazione di Surfer Joe alla batteria edito da Poker Records e ristampato da Double Crown Records,disco supportato da oltre cinquanta concerti in Toscana tra i quali spicca l apertura del tour italiano degli americani Slacktone e la presenza nel cartellone del Summer Festival 2010<br>\nNell &apos;estate del 2011 Ru Fus rientra come bassista nei The Bugz coi quali registra il quarto album della band &quot;Demonio&quot; prodotto da Surfin ki (in vendita sul sito stesso dell etichetta) ,promozione dello stesso con diverse date tra cui un apertura per il tour italiano dei Fuzztones e una per i La Guns.<br>\nAlla fine del 2012 uscita definitiva dal gruppo per insormontabili divergenze musicali e caratteriali e scioglimento momentaneo del progetto Reverberati.<br>\nNel 2014 ,dopo tutte queste esperienze di band, comincia a prendere corpo la voglia di incidere il primo disco solista a nome Ru Fus dove esprime senza mediazioni la musica che piu&apos; lo rappresenta aiutato da musicisti amici che ne condividono lo spirito e la passione.Dicembre 2014 uscita del disco intitolato semplicemente Ru Fus supportato per la distribuzione digitale da Domino Produzioni di Daniele Babbini</p></div>\n","[{""name"":""Ru Fus"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29674.jpg"",""link"":""http://www.rockit.it/emilianovalenterufus/album/ru-fus/29674""}]"
"","Emilio Di Donato","http://www.rockit.it/emiliodidonato","Band, Campania","0","Strumentale, Crossover, Acustico ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Emilio Sorridente","http://www.rockit.it/jackvee","Band, Reggio Calabria, Calabria","1","Rock, Psichedelico ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/jackvee""]","\n<div class=""content-rece""></div>\n","[{""name"":""Reality Show"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14752.jpg"",""link"":""http://www.rockit.it/jackvee/album/reality-show/14752""}]"
"","Emily","http://www.rockit.it/emily","Band, Emilia Romagna","0","Lo-Fi, Rock, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/1330/emily-respiro"",""/recensione/175/emily-emily"",""/user/emily""]","\n<div class=""content-rece""></div>\n","[{""name"":""Respiro"",""date"":"" 2000 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/1330.jpg"",""link"":""http://www.rockit.it/emily/album/respiro/1330""},{""name"":""Emily"",""date"":"" 1999 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/175.jpg"",""link"":""http://www.rockit.it/emily/album/emily/175""}]"
"","emily and the drunkard","http://www.rockit.it/emilyandthedrunkard","Band, Bologna, Emilia Romagna","2","Lo-Fi, Indie ","url(/thumb700x250/foto/38154.jpg)","[""/user/emilyandthedrunkard""]","\n<div class=""content-rece""></div>\n","[]"
"","Emily Collettivo Musicale","http://www.rockit.it/emilycollettivomusicale","Band, Parma, Emilia Romagna","2","Rock, Reggae, Folk ","url(/thumb700x250/foto/84745.jpg)","[""/recensione/24564/emily-collettivo-musicale-i-cantari-della-guerra-silenziosa"",""/user/EmilyCollettivoMusicale""]","\n<div class=""content-rece""><p>Gli Emily nascono da un ritorno alle proprie radici.<br>\nNati nel settembre 2006, gli Emily County Folk si candidano come promessa del folk rock locale, suonando costantemente su numerosi palchi della provincia e non solo. La ricerca di un&apos;energica e coinvolgente rivalutazione della musica popolare, delle tradizioni, racconti ed eventi storici locali, alcuni sprazzi di dialettica cantautoriale, e, non ultimo, la resistenza e l&apos;antifascismo, costituiscono fin dagli inizi il filone portante che li caratterizza. La formazione del gruppo si &#xE8; andata allargando e modificando piuttosto frequentemente. Con il nome storico di Emily County Folk la band inizia a dedicarsi alla stesura di brani originali e alla rivisitazione di brani tradizionali. Entra nel gruppo Giacomo Gerboni alla chitarra elettrica e mandolino e viene registrata la prima demo &quot;Emily County Folk&quot; (2007). Il 2007 vede anche l&apos;ingresso nel gruppo della violinista Elena Adorni e del maestro flautista Dario Caradente con i quali inizier&#xE0; una lunghissima serie positiva di apparizioni live che li vede suonare tra gli altri al &#x201C;Buskers Festival di Ferrara&#x201D; (2008), alla &#x201C;Festa nazionale ANPI&#x201D; di Casa Cervi (2008) e al &#x201C;Carnevalone Liberato&#x201D; di Rieti (2009). Vengono composti e registrati i pezzi che daranno origine al primo vero EP &quot;Credere ai Ricordi&quot; (<a href=""http://www.jamendo.com/en/album/55694"" target=""_blank"" rel=""nofollow"">http://www.jamendo.com/en/album/55694</a>) presentato nel novembre del 2009.<br>\nNel 2010 inizia un lento percorso di metamorfosi. Con la partenza di Elena e Giacomo e Matteo, il gruppo si riassembla e migliora con l&apos;ingresso di musicisti affermati come Jacopo Cavalli (violino), Giacomo Iotti (chitarra) e Fabrizio Varchetta (compositore, voce, chitarra, mandolino e banjo).<br>\nNel frattempo vengono sviluppate nuove idee che portano alla composizione di pezzi caratterizzati da una venatura pi&#xF9; rock rispetto alle precedenti produzioni. In questo periodo il gruppo trova un ulteriore slancio che ha culmine in una serie di importanti date: la partecipazione al festival organizzato dai fratelli Severini (a.k.a. Gang) &#x201C;Filottrano City Rockers&#x201D;, il &#x201C;Festival della Pace&#x201D; di Genova aprendo il concerto di Zibba (dal programma &#x201C;Parla con me&#x201D;), apertura del concerto della Bandabard&#xF2; al Fuori Orario (storico locale emiliano che ha ospitato i maggiori artisti italiani ed europei) e il concertone in occasione della tradizionale pastasciuttata antifascista al Museo Cervi di Gattatico (RE) Con l&apos;inizio del nuovo anno gli Emily County Folk decidono di snellire l&apos;organico e con esso anche il nome. Nascono cos&#xEC; gli &#x201C;Emily&#x201D; che oltre ai componenti storici Alessandro Stocchi, Marco Aiello e Nicolas De Francesco vedono l&#x2019;ingresso nel gruppo del chitarrista ritmico e solista Leonardo Barbieri e la collaborazione con l&#x2019;amico cantautore Francesco Pelosi, con l&apos;obiettivo di rinnovare la propria musica, introducendo sonorit&#xE0; ispirate al Folk-rock, reggae ed elettronico mantenendo la poetica sociale e di lotta che da sempre li caratterizza. Da questa esperienza, oltre a numerose idee in via di sviluppo, &#xE8; nato il concerto spettacolo &#x201C;Cantari della Guerra Silenziosa&#x201D; ispirato alla pentalogia di romanzi di Manuel Scorza sulla lotta dei Comuneros in Per&#xF9;</p></div>\n","[{""name"":""I cantari della guerra silenziosa"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24564.jpg"",""link"":""http://www.rockit.it/emilycollettivomusicale/album/i-cantari-della-guerra-silenziosa/24564""}]"
"","Emily County Folk","http://www.rockit.it/emilycountyfolk","Band, Parma, Emilia Romagna","2","Rock, Reggae, Folk ","url(/thumb700x250/foto/24826.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Emily La Chatte","http://www.rockit.it/EmilyLaChatte","Band, Piemonte","0","Demenziale ","url(/thumb700x250/foto/83338.jpg)","[""/recensione/24280/emily-la-chatte-okkio-al-pakko"",""/user/Rosi""]","\n<div class=""content-rece""><p>L&#x2019;attuale formazione, attiva dal 2004, nasce dalle ceneri dei &#x201C;vecchi&#x201D; Emily la Chatte nati da un&#x2019;idea di Elia, attuale cantante della band, che dal 1999 al 2001 hanno tenuto oltre 500 concerti in tutta Italia e Francia. Gli ELC suonano rigorosamente dal vivo e rifiutano a priori l&#x2019;utilizzo di sequenze e prediligono la continua ricerca dell&#x2019;arrangiamento funzionale.<br>\n<br>\nHanno pubblicato tre cd autoprodotti: &#x201C;La Banda Irriverente&#x201D;, &#x201C;La Banda Irripetente&#x201D; e &#x201C;Gita a Sanremo&#x201D; che hanno preceduto l&#x2019;attuale &#x201C;Okkio al Pakko&#x201D; pubblicato dalla torinese TamTam Production.<br>\n<br>\nGli Emily la Chatte, con l&#x2019;attuale formazione, attraverso il progetto parallelo di brani originali di Elia (cantante e fondatore) hanno collaborato ed aperto numerosi concerti di artisti come: Eugenio Finardi, Banda Bard&#xF2;, Africa Unite, Statuto, Persiana Jones, Doctor Livingstone. Lo stesso Elia vanta un&#x2019;esibizione insieme a Manu Chao in occasione del concerto cuneese dell&#x2019;artista franco spagnolo.<br>\n<br>\nMedley, gag, balletti irriverenti, conferiscono alle loro esibizioni live una grande carica di energia che sapientemente gli Emily sanno trasmettere al loro pubblico. Nei loro testi utilizzano la lingua italiana ed il dialetto cuneese. Nei live seguono di solito una sorta di canovaccio pur lasciando largo spazio all&#x2019;improvvisazione.<br>\n<br>\n&#x201C;Okkio al Pakko&#x201D; &#xE8; il loro nuovo lavoro che contiene &#x201C;Ping Pong&#x201D; , primo singolo estratto, parodia del brano dance &#x201C;Hallo&#x201D; di Martin Solveig, il cui videoclip ha raggiunto in pochi giorni quasi 10.000 visualizzazioni su Youtube.</p></div>\n","[{""name"":""Okkio al Pakko"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24280.jpg"",""link"":""http://www.rockit.it/EmilyLaChatte/album/okkio-al-pakko/24280""}]"
"","Emily Plays","http://www.rockit.it/emilyplayspavia","Band, Pavia, Lombardia","6","Indie, Shoegaze ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/26420/emily-plays-everything-will-be-pure-again"",""/recensione/17366/emily-plays-i-had-a-heart-that-loved-you-so-much"",""/news/december-nuovo-video-emily-plays"",""/user/emilyplayspavia"",""/user/sovietstudio""]","\n<div class=""content-rece""><p>New Album &apos;Everything Will Be Pure Again&apos; coming out on March 3rd on Dischi Soviet Studio.</p> <p>Gli Emily Plays nascono nell&apos;autunno del 2002 a Pavia, come progetto di Sara Poma (voce e chitarre) e Luca Nicoli (chitarre).<br>\nNel corso di due anni, il duo registra una serie di brani acustici, a bassa fedelt&#xE0;, che vengono poi inclusi nel disco autoprodotto &quot;I Don&apos;t Like Your Sense Of Humor (And I Don&apos;t Get You)&quot;.<br>\nDopo una pausa di quasi un anno, il progetto Emily Plays viene ripreso in mano da Sara, insieme a Morning Telefilm, l&apos;alter ego solista di Emanuele Gatti dei New For Lulu. L&apos;incontro porta all&apos;unione dei due rispettivi progetti e a una serie di live come doppia band, insieme a Simone Fratti al contrabbasso, Cristian Chierici ai synth e Davide Impellizzeri degli Ultraviolet Makes Me Sick alla batteria.<br>\nNel dicembre del 2007, Sara entra in studio con la produzione di Gianmaria Aprile degli Ultraviolet Makes Me Sick e ne esce con &quot;Shortsighted Tree EP&quot;, pubblicato a febbraio 2008 dalla Kirsten Postcards. <br>\nNel 2008, tempo per un altro cambiamento. La band si rigenera con una nuova formazione: Sara sempre alla voce e chitarra, Davide ancora alla batteria e i nuovi acquisti Marco Alba al pianoforte e Giacomo Tota alla chitarra.<br>\nLa formazione diventa presto ufficiale e dal 2008 al 2009 la band suona con artisti come Paolo Benvegn&#xF9;, Le Luci della Centrale Elettrica, Barzin, Frida Hyvonen.<br>\nNel febbraio 2010, gli Emily Plays entrano in studio affidandosi di nuovo a Gianmaria Aprile. Ne esce &#x2018;I Had A Heart That Loved You So Much&#x2019;, un album di dieci tracce sospese, un po&#x2019; eteree, un po&#x2019; psichedeliche, ma anche orgogliosamente pop.<br>\n&#x2018;I Had A Heart That Loved You So Much&#x2019; &#xE8; stato masterizzato da Roger Seibel, al Sae Mastering di Phoenix, Arizona, studio che ha collaborato con artisti del calibro di Elliott Smith, Pavement, Yo La Tengo, Cat Power e molti altri.<br>\nNel 2011 si unisce alla band Simone Fratti, al basso e contrabbasso.</p></div>\n","[{""name"":""Everything Will Be Pure Again"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26420.jpg"",""link"":""http://www.rockit.it/emilyplayspavia/album/everything-will-be-pure-again/26420""},{""name"":""I Had A Heart That Loved You So Much"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17366.jpg"",""link"":""http://www.rockit.it/emilyplayspavia/album/i-had-a-heart-that-loved-you-so-much/17366""},{""name"":""Shortsighted Tree EP"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8084.jpg"",""link"":""http://www.rockit.it/emilyplayspavia/album/shortsighted-tree-ep/8084""},{""name"":""Rockit Vol.32"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17318.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol32/17318""}]"
"","Emily Sporting Club","http://www.rockit.it/emilysportingclub","Band, Reggio Emilia, Emilia Romagna","0","Alternativo, New-Wave, Progressive ","url(/thumb700x250/foto/122632.jpg)","[""/user/emilysportingclub""]","\n<div class=""content-rece""><p>Emily Sporting Club - il concept album, un omaggio a Pier Vittorio Tondelli in chiave rock, tra new wave e richiami prog</p> <p>Emily Sporting Club, una band che debutta con un omaggio a Pier Vittorio Tondelli, mai dimenticato scrittore di Correggio ed una delle voci fuori dal coro dell&apos;Italia negli anni &apos;80. L&apos;Emilia Paranoica &#xE8; un punto di partenza, per un album in cui si alternano varie sonorit&#xE0;, quasi una colonna sonora di un racconto, tra new wave, rock ma anche richiami alla grande tradizione del prog italiano. La band &#xE8; nata nel 2013 dall&apos;incontro tra la bassista Elisa Minari, il cantante ed autore dei testi, Nicola Pulvirenti, Silvio Valli alle chitarre ed Alfredo De Vincentiis, batterista ed anche responsabile delle registrazioni dell&apos;album. Lo spunto nasce proprio dal romanzo &quot;Altri Libertini&quot;, perch&#xE8;, come afferma la stessa band &quot;Grazie alle pagine scritte da Pier hanno preso una forma poetica le strade, le musiche e le relazioni che abbiamo vissuto. A tanti anni di distanza &#x201C;Altri Libertini&#x201D; racconta un&apos;et&#xE0; di passaggio, un&apos;et&#xE0; di fuga, un momento di crisi attraverso un linguaggio universale che &#xE8; quello dell&apos;elettricit&#xE0; del pensiero, che rende questo romanzo pi&#xF9; che attuale, forse anche per le nuove crisi che stiamo attraversando. La condivisione allora diventa naturale: il desiderio di comunicare la forza e la dolcezza di quelle pagine per noi si &#xE8; fatto musica.&quot; Non si tratta per&#xF2; di una riduzione in musica dell&apos;opera ma di una creazione che unisce citazioni a testi e brani originari, quindi pi&#xF9; uno spunto, una fotografia che pu&#xF2; essere astratto dalla vicenda particolare e dall&apos;epoca, ed un esempio &#xE8; &quot;Hangover&quot;, un racconto di viaggio, Interrail per la precisione.<br>\nIl linguaggio dei testi poi &#xE8; volutamente esplicito, volto a colpire, senza giri di parole, ed in questo caso, la figura di Tondelli &#xE8; stata una scintilla che ha fatto si che anche la scrittura dei brani originali della band fosse diretta, senza nascondersi dietro alcun velo di perbenismo.<br>\nI riferimenti musicali nel disco sono volutamente eclettici, dagli Area ai Joy Division, passando per la new wave anni &apos;80, i primi U2 o Cure, in maniera per&#xF2; contemporanea, unendo generi che all&apos;epoca potevano sembrare radicalmente distanti e che negli anni hanno trovato nuovi punti di incontro.<br>\n<br>\nFormazione: Nicola Pulvirenti - voce / Elisa Minari - basso / Silvio Valli - chitarre / Alfredo De Vincentiis - batteria<br>\n<br>\nTracklist: 1. Postoristoro / 2. Emily Sporting Club / 3. Piedi Inversi / 4. Boy / 5. Del Lavoro / 6. Hangover / 7. 2Mars / 8. Autobahn / 9. Pi&#xF9; Di Cos&#xEC; (Non Se Ne Pu&#xF2;)<br>\n<br>\nLink: <a href=""http://www.emilysportingclub.com/"" target=""_blank"" rel=""nofollow"">http://www.emilysportingclub.com/</a><br>\n<a href=""http://newmodellabel.com/"" target=""_blank"" rel=""nofollow"">http://newmodellabel.com/</a></p></div>\n","[{""name"":""Emily Sporting Club"",""date"":"" 2016 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33881.jpg"",""link"":""http://www.rockit.it/emilysportingclub/album/emily-sporting-club/33881""}]"
"","Emily Witch","http://www.rockit.it/emilywitch","Band, Soverato (CZ), Calabria","2","Rock, Noise, Alternativo ","url(/thumb700x250/foto/56711.jpg)","[""/recensione/18568/emily-witch-painfully-sober-again-ep"",""/user/EmilyWitch""]","\n<div class=""content-rece""><p>Rock alternative - noise</p> <p>Emily Witch &#xE8; la naturale evoluzione dei Baby on a Green Sofa (gruppo post punk che dal 2006 al 2009 si &#xE8; contraddistinto per una fertile attivit&#xE0; live fra cui spicca la partecipazione al Partyzan come gruppo spalla agli Ulan Bator).<br>\nDopo l&apos;ingresso di Antonio Femia (gi&#xE0; voce e chitarra nei Mamasan, cover band dei Pearl Jam), si &#xE8; optato per il cambio di nome per sottolineare la nuova veste ma senza dimenticare il passato. Infatti, il nome deriva dall&apos;unione delle parole &#x201C;Emily&#x201D;, in onore della poetessa Emily Dickinson e della canzone di Syd Barret &quot;See Emily Play&quot;; e dalla parola &#x201C;Witch&#x201D; derivante da un vecchio pezzo rappresentativo della band.<br>\nIl genere proposto &#xE8; un rock di matrice americano anni 90 ma aperto a numerose influenze che vanno dal post punk degli inizi alla sperimentazione pi&#xF9; noise.<br>\nA luglio del 2011 &#xE8; uscito per OverDrive Rec il primo lavoro del gruppo dal titolo &quot; Painfully sober again&quot; e ad agosto 2011 la band ha condiviso il palco con &quot;I Ministri&quot;.<br>\nA dicembre dello stesso anno si opta per un cambio di line up, infatti Salvatore Femia (primo batterista dai tempi dei baby on a green sofa) esce dal gruppo lasciando il posto a Giorgio Faini, gi&#xE0; batterista negli Amorphead (gruppo metal di Catanzaro) nonch&#xE9; di altri progetti di vario genere.<br>\nCosi come un corpo umano non &#xE8; un mero agglomerato di organi ma l&apos;insieme funzionante di essi, Emily &#xE8; un&apos;entit&#xE0; che prescinde dalla vita delle persone che la compongono.<br>\nEmily &#xE8;: Antonio Femia, Fabio Lupica, Vincenzo Cilurzo, Giorgio Faini.</p></div>\n","[{""name"":""Painfully Sober Again [ep]"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18568.jpg"",""link"":""http://www.rockit.it/emilywitch/album/painfully-sober-again-ep/18568""}]"
